id,name,permalink,create_date,mrp,price,offer_price,discount,store_id,category_id,              data_source,ref_id,url,description,deal_notes,meta_title,meta_key,meta_des,brand,              size,size_unit,color,key_features,features,specifications,offers,in_stock,free_shipping,              shippingCharge,mm_average_rating,is_deal,is_coupon,start_date,end_date,coupon_code,              special_deal,upcoming_deal,show_as_banner,local_store_deal,localstore_deal_enabled,              featured,enabled,no_cashback,base_product,match_set,match_attempt,store_count,              display_order,last_update,deleted
"","Brite BHT-800 Professional Hair Trimmer for Unisex (Silver)","","31-05-2017 14:31","","799","399","-50%","","Personal Care","tatacliq.com","","https://www.tatacliq.com/brite-bht-800-professional-hair-trimmer-for-unisex-silver/p-mp000000000399821","Trim unwanted hair conveniently with the Brite BHT-800 Trimmer, Silver that features an ergonomic design. You can easily carry this compact trimmer in your bag for a quick trim on the go. Its stainless steel blade ensures precise results. Equipped with a rechargeable battery, this corded trimmer promotes cordless operation. Corded & Cordless Operation. 5-11 hours of charging time. 3 mm Precision. 600 mAh Battery Power","","","","Brite BHT-800 Professional Hair Trimmer for Unisex (Silver)","Brite","",           "","Silver","","{u'Product Height (cm)': u'0', u'Display Type': u'No Display', u'Performance Features': u'Professional hair clipper that is made of polymer material for good durability', u'Modes': u'Not Applicable', u'Power Source': u'AC', u'Ideal for': u'Unisex', u'Warranty Description': u'1 Year', u'In the Box': u'Trimmer, Charger, Cleaning Brush', u'Product Depth (cm)': u'0', u'Color Family': u'Silver', u'Warranty Summary': u'Manufacturer Warranty', u'Wet/Dry': u'Dry', u'Batteries': u'-', u'Power Consumption': u'-', u'Unique Thing': u'Sonic Technology', u'Usage': u'Hair, Skin-firming', u'Battery Type': u'NiCad Battery', u'Product Width (cm)': u'0', u'Type': u'Trimmer'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Gemei GM 205 Hair Clipper Trimmer for Men (White/Blue)","","31-05-2017 14:31","","799","449","-43%","","Personal Care","tatacliq.com","","https://www.tatacliq.com/gemei-gm-205-hair-clipper-trimmer-for-men-white-blue/p-mp000000000399783","Trim unwanted hair conveniently with the Gemei GM 205 Trimmer for Men that features an ergonomic design. You can easily carry this compact trimmer in your bag for a quick trim on the go. Its stainless steel blade ensures precise results. This corded trimmer has a long power cord for easy access to wall outlets. Corded Operation. 45 minutes run time. 100 to 120 mm trimming range. Plastic grip material","","","","Gemei GM 205 Hair Clipper Trimmer for Men (White/Blue)","Gemei","",           "","White","","{u'Product Height (cm)': u'0', u'Display Type': u'No Display', u'Performance Features': u'Auto overload off feature ensures that the device is never harmed due to fluctuating voltages', u'Suitable for': u'Beard', u'Modes': u'Not Applicable', u'Power Source': u'AC', u'Ideal for': u'Men', u'Warranty Description': u'1 Year', u'In the Box': u'Main Unit', u'Product Depth (cm)': u'0', u'Color Family': u'White', u'Warranty Summary': u'Manufacturer Warranty', u'Wet/Dry': u'Dry', u'Batteries': u'-', u'Power Consumption': u'-', u'Unique Thing': u'Dry Operation', u'Usage': u'Beard, Hair', u'Battery Type': u'NiMH Battery', u'Product Width (cm)': u'0', u'Type': u'Trimmer', u'Run time': u'45 minutes'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
