id,name,permalink,create_date,mrp,price,offer_price,discount,store_id,category_id,              data_source,ref_id,url,description,deal_notes,meta_title,meta_key,meta_des,brand,              size,size_unit,color,key_features,features,specifications,offers,in_stock,free_shipping,              shippingCharge,mm_average_rating,is_deal,is_coupon,start_date,end_date,coupon_code,              special_deal,upcoming_deal,show_as_banner,local_store_deal,localstore_deal_enabled,              featured,enabled,no_cashback,base_product,match_set,match_attempt,store_count,              display_order,last_update,deleted
"","Hitachi Zunoh 5200f RAU524AVD 2 Ton 5 Star Split AC Copper","","31-05-2017 14:31","","59190","57990","-2%","","Air Conditioner","tatacliq.com","","https://www.tatacliq.com/hitachi-zunoh-5200f-rau524avd-2-ton-5-star-split-ac-copper/p-mp000000000202025","Designed to cool large rooms the Hitachi RAU524AVD Zunoh 2 Ton 5 Split AC White in white is sure to perform. It features a Supercool function which makes the AC function at the maximum level and increase cooling at a faster pace. This smart air conditioner features an On/Off Timer With Advanced Start-Up which automatically starts cooling at the set time. It has a 5-star rating which makes it energy efficient. On/Off Timer With Advanced Start-Up. One Touch Silent Fan Speed. Power Consumption 1950 W. Copper Condenser Coil","","","","Hitachi Zunoh 5200f RAU524AVD 2 Ton 5 Star Split AC Copper","Hitachi","",           "","White","","{u'Ratings': u'5 Star', u'Functions': u'Air Conditioning', u'Performance Features': u'Supercool Function, Cooling Capacity 7030 W', u'Capacity': u'2 Ton', u'In the Box': u'Main Unit,User Guide', u'Power Consumption': u'1950 W', u'Air Flow': u'671 cfm', u'Product Width (cm)': u'99.7', u'Product Height (cm)': u'29.4', u'Warranty Description': u'All installations are on chargeable basis until & unless mentioned as FREE on the website/promo', u'Energy Efficiency Ratio': u'3.61', u'Color Family': u'White', u'Warranty Summary': u'1 year manufacturer warranty', u'Compressor': u'Rotary Compressor', u'Additional Features': u'Digilock, Powerful Mode,Soft Dry', u'Remote Control': u'Yes', u'Product Depth (cm)': u'25.8', u'Dimensions (Outdoor Unit) (cm)': u'79x29.9x60', u'Weight': u'13000', u'Power Features': u'AC 230 V/50 Hz', u'Dimensions (Indoor Unit)(cm)': u'99.7x26x29', u'Unique Thing': u'Auto Restart', u'Cooling Capacity': u'7030 W'}","","Upto 40% off on ACs","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
